Gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
PIK3CD	0.595246699095514	2.12321225199294	2.5659756388878	0.0111411917240022	0.0361001156060322	-3.57028784454201
KEAP1	0.595043190069847	4.24068782206626	3.34988655730015	0.0009935671619127	0.0048547952342561	-1.38232831391038
URI1	0.593160108289904	4.01961662066097	2.63317433426191	0.0092295736160719	0.0309189137354007	-3.40345949576952
RPS3	0.593076602924322	6.96766853363216	2.55861068180102	0.0113709315959895	0.0367115621765807	-3.58832974211664
BACH1	0.59187396353251	3.13945852227637	3.76652508912144	0.0002270644757233	0.0014063348173832	-0.0126816546138313
PLCG1	0.590595557244534	3.18282196966324	3.31544751421437	0.0011159857300338	0.0053410226141209	-1.48930135598482
GSK3A	0.590364055396754	4.46325206699888	4.54912758455119	1.01381433246712e-05	0.0001005867093905	2.91762259675316
CISD2	0.589312262649316	3.45057067287245	4.46762445848515	1.42912676603755e-05	0.000134876062451	2.59178762378056
CYCS	0.581325318899603	5.33560561765148	2.91325382438675	0.004051961894183	0.015710477476872	-2.66565986289937
RRAGC	0.579699164542223	2.44473591725164	3.69010640777395	0.0003005425957752	0.0017814243933602	-0.274184466620627
CLTA	0.579575624624791	5.55696551533482	3.30975934740761	0.0011375107142558	0.0054294442671184	-1.50687631543866
ARF1	0.57952617388257	7.12440843533071	5.10245320912479	8.80125999484805e-07	1.25815258455099e-05	5.24827304889408
ZMPSTE24	0.578479657221808	4.40055138748542	3.48285117595227	0.0006290980516499	0.0033074513405401	-0.960274895217125
CHMP5	0.572176615016168	4.66054418534761	3.5735570996702	0.0004571051734024	0.0025269916624054	-0.664198377825741
VPS26A	0.571912833824492	4.46810661084878	4.67189757107953	5.9947012306714e-06	6.39434797938283e-05	3.41709672024359
UBQLN2	0.570155088595681	4.37278385457266	3.55987212817326	0.0004798581432881	0.0026353174083439	-0.709288321874253
PLAGL2	0.569804394818338	3.91283959606737	2.48712772745394	0.013830924105475	0.043113013565049	-3.76094201124634
ADPRHL2	0.569363599863109	3.69979789760162	4.28755306125195	3.00379954991915e-05	0.0002517176310895	1.88848977615898
NAGA	0.567454914945932	3.74911329672673	4.13654379114993	5.50558097285497e-05	0.0004195381236279	1.31668363499455
DNM1L	0.565501319163269	3.87095400656544	4.24796363779098	3.52626220742251e-05	0.0002882233684063	1.73697789561504
AEN	0.564962444245474	2.4586832602242	3.57648688858267	0.0004523678477842	0.0025032980873146	-0.654525822235533
VAMP7	0.563801235994759	4.2588395564576	4.45607678859141	1.49983193829836e-05	0.0001400701415337	2.54599741943261
SPATA2	0.563503096587566	3.18046358640968	3.18725523020071	0.0017062325607213	0.0076081189592822	-1.87891786100537
TRAF7	0.561321242794625	4.98991744912765	3.23193984551608	0.0014736291533451	0.0067381632825382	-1.74464787564849
ACACA	0.560885187667619	3.2973971364079	2.97744854598246	0.0033261224884514	0.0134184243346237	-2.48703201904903
TFPT	0.558592476045288	2.90833846544276	3.55275004095508	0.0004921169876544	0.0026905692591357	-0.732695613040659
TRAP1	0.557784375466204	3.72010721462384	3.46197230333636	0.0006764988737333	0.003516070579404	-1.02749359771332
STAT3	0.552404554511083	5.09370571477467	3.50385247237139	0.0005845768092113	0.0031101201389826	-0.892308908918072
NEDD4	0.551977098874778	2.08032417467057	3.21712034859739	0.0015472883737636	0.0070273876418803	-1.78936144615946
GBA	0.548126912184999	3.76745608788643	3.33871262016284	0.0010318405120792	0.0050112238554564	-1.41714253502957
TRIM21	0.544765359279971	3.40999618997957	2.90906508552415	0.0041040282323256	0.0158718789078453	-2.67719312946374
AP4M1	0.54451964157364	2.20038130606762	3.49636636353392	0.0006000960756061	0.0031737190236755	-0.916576588449412
GPX4	0.544174595244336	6.09753636443832	2.6935356376572	0.0077698975927224	0.0268559256011077	-3.25022045146267
UBQLN1	0.543976810254811	4.2970692348359	4.2287698325051	3.80988036967825e-05	0.0003074276768017	1.66393011123634
OPA1	0.542016073242648	3.98132809529453	3.25430724758894	0.0013686039645408	0.0063222144920495	-1.67681686639172
EMC2	0.541649862607008	3.24779471528695	4.26024227744827	3.35555625486483e-05	0.0002761513999377	1.78384802237033
TPP1	0.536760636299901	5.61283619774898	3.01280687862253	0.0029793549168403	0.0122347843764734	-2.38714663855179
ABL2	0.531855474933995	2.40149851785451	3.58576423508275	0.00043766990975	0.0024315822730625	-0.623852173724051
AP1M1	0.531221905572133	2.05822342731666	3.95117535547994	0.0001133354847292	0.0007787937308554	0.637774667928163
PCBP1	0.531144901536528	6.63508914285932	4.84772621609875	2.77715965193063e-06	3.2763791941813e-05	4.15020238666086
TMEM117	0.528212962910035	2.31500525754834	2.96849261475182	0.0034196548972139	0.0137066151262869	-2.51216352349274
PLA2G15	0.526395935287839	2.44504206609134	3.50878319942906	0.0005745617761224	0.0030659994069703	-0.87630047476009
RNF34	0.521630130743795	2.82105213751629	4.51882698011521	1.15243736345307e-05	0.0001122852404271	2.79594602583408
KXD1	0.52098262261696	3.77660867623524	4.02450903950118	8.54229687230637e-05	0.0006132417226805	0.903289658624892
SIAH1	0.516082186415788	1.84748132228642	3.76291491303001	0.0002301139096322	0.0014220734636282	-0.025137776741297
USP21	0.515127317687608	3.29142954816195	3.36171072631251	0.0009545130489768	0.0046897098723437	-1.34537726832334
SHARPIN	0.513883889915653	4.28817437502896	3.26986579676558	0.0012997029516597	0.0060718947054636	-1.62939085374115
HTRA2	0.51378428020941	2.47488250191437	4.41413896052508	1.78599740106128e-05	0.0001620805055717	2.38048947495876
TAF9	0.513711493824905	3.80741904409582	3.65017044784302	0.0003473733331845	0.0020067726717066	-0.40902900019741
PHF23	0.512987060422914	3.36426295646182	3.93661874941968	0.0001198235997269	0.0008176395041995	0.585552679824664
GALNS	0.509608457976484	2.37034850275164	2.86417437563167	0.0047017553337407	0.0177690421566922	-2.79985087590258
FOXK1	0.508841296102045	3.20673516544698	2.79287485954846	0.0058160867870575	0.0211282217840354	-2.99110226449134
LAMTOR1	0.508694397629306	4.82871187863373	2.55902741816886	0.0113578196988766	0.036680663090831	-3.58731014635354
PHKG2	0.507956023182082	2.21602416068407	4.23902238901811	3.65577111439334e-05	0.0002973198567453	1.70291602678235
NLE1	0.50756819364961	2.29155527510437	3.21948531069444	0.0015353085845455	0.0069810734431713	-1.78223804371317
USP13	0.507207362751472	1.72381060478616	2.52080466620993	0.0126183312029226	0.0399478497054697	-3.68018647945577
BCL10	0.505221915117696	3.60092299833712	2.65715001486042	0.0086225391784746	0.0293377105353791	-3.34297499111362
CAPNS1	0.502274880832704	6.52417607959967	3.0678863465678	0.0025049219076061	0.010556572119337	-2.22944234735124
HINT1	0.502028655497083	5.83161735686856	3.17445062169294	0.001778912803745	0.0078694891232306	-1.91708810317901
FOXO3	-0.509343612686039	3.79970202385602	-3.2575556785802	0.0013539435436995	0.0062773746116976	-1.66693138666841
ERN1	-0.531330645576892	2.26240679866032	-2.8360338806062	0.0051159354072967	0.0190621154902014	-2.87585786466597
FNIP2	-0.542876059334793	2.40373645578942	-2.4330874641817	0.0159944326781582	0.0485485073727605	-3.88841534624181
ACO1	-0.563539840081841	2.87064997552809	-2.48810006971207	0.0137945071658184	0.0430195432552033	-3.75862453388344
AR	-0.564961219729151	0.271050151369417	-6.82174524706012	1.46863887404061e-10	7.208477120103111e-09	13.6386644166647
BMPR1B	-0.587228743370929	0.691804102437325	-3.11964321601704	0.0021236263770526	0.0091605944863873	-2.07892335222652
PINK1	-0.618283765699058	2.44217421193884	-3.90118909874453	0.0001371233509035	0.0009159016726107	0.459119759398436
PRKAB1	-0.628374497160387	2.90706453259369	-3.63175408567513	0.0003712158579285	0.0021232159350679	-0.470789957216225
HERPUD1	-0.633880670821498	4.25614162162246	-2.62872396983228	0.0093463951287156	0.0312407923196394	-3.41463104999805
CTSG	-0.703738113304653	0.411448199188082	-4.31494013765264	2.68671078876819e-05	0.0002294659576416	1.99396350775103
CTH	-0.709206592920882	1.34053622213185	-2.95614682921918	0.0035525515126335	0.0141236639917611	-2.5466955124859
GAB2	-0.736624787784961	2.08788487139466	-3.21009809773864	0.0015833734496049	0.0071613823642178	-1.81048556641248
ABCA2	-0.745777960278615	2.72841799478593	-2.50535597341183	0.013162280879145	0.041402201853064	-3.71735686039091
HIPK2	-0.74638902733623	3.24525264294113	-3.32671589626743	0.0010744614520036	0.0051802437735258	-1.45440674403233
PRKAA2	-0.773770748838624	0.771781179913252	-3.3275408918635	0.0010714786702515	0.0051684330734498	-1.45184791153391
ITPR1	-0.823997789578252	1.4152570641938	-3.87220304123449	0.0001530164608838	0.001006270775671	0.356391541523244
SESN1	-0.862438550968457	2.37466562955623	-4.04208463678119	7.97811486441373e-05	0.0005769697249064	0.967523965504649
CXCL12	-0.86565791787999	1.8210823128558	-2.60789106703465	0.009911141993203	0.0327705225046242	-3.46669522320097
FYCO1	-0.878215546588549	2.90055441880091	-4.58683321746118	8.63635900092909e-06	8.77253395613046e-05	3.06992236551315
ASAH2	-0.924109317901981	0.331760279007185	-8.42402309503757	1.3914590968967e-14	2.11242906617248e-12	22.6492021040197
CYP1B1	-1.0472819021307	1.44286270972062	-2.7792719292688	0.0060541865963447	0.0218674272045031	-3.02709119255699
FGG	-1.16338993904519	0.348179980855257	-3.45351458457	0.0006966370751429	0.0036025720833377	-1.05462306226867
CLU	-1.27526153011866	4.55131486909461	-2.49193693216467	0.0136516380311047	0.0426469419686001	-3.74947155184204
PTGIS	-1.33324898531991	1.47115743044234	-3.08907467618114	0.0023417681252597	0.0099833859263747	-2.16809453179777
ZNF385B	-1.43930432745625	0.358204675669939	-9.09715386511055	2.24243214216392e-16	6.09941542668585e-14	26.6745723516689
IL33	-1.50621176977992	1.89579211728515	-3.75288826571257	0.0002387878425787	0.0014645853770944	-0.0596795145734346
KIT	-1.51686676508983	1.31877933265453	-5.27244615858606	3.99918970198051e-07	6.44610132704414e-06	6.00397410590414
MUC1	-1.5238536555706	5.0177827364848	-2.45138144391322	0.015230570094302	0.0466346911705458	-3.84555443350407
ACER2	-1.57036944785765	1.89335699045828	-4.88144578955036	2.39079483846503e-06	2.88486297698701e-05	4.2931422366971
LEPR	-1.62502226610562	1.17708114202463	-7.29299090990953	1.0607247694177699e-11	7.43982756710917e-10	16.1898690666066
DEPTOR	-1.67192581217138	2.54546127731156	-4.03574661397238	8.1773429706898e-05	0.0005892019306033	0.944333502168243
FGA	-1.80025072943618	0.486920967615237	-4.88425612989776	2.36105468896601e-06	2.85778090412302e-05	4.30508920301603
COL2A1	-1.81314550134886	0.357507998904497	-7.95689003951839	2.26927564581722e-13	2.5838078050979296e-11	19.9296724434668
CA9	-1.90049622861701	2.90082310531506	-3.01156311056099	0.0029909655398537	0.0122773148464674	-2.39067820568956
SYNPO2	-1.95923355948229	2.05068629483006	-3.97732401356275	0.0001025114019192	0.0007164822609516	0.731985364883577
PSAPL1	-2.00994244450063	0.708746400161396	-6.36050737824228	1.7532318322184101e-09	5.96098822954259e-08	11.2366170342293
GATA4	-2.11393564930683	2.00740724072993	-3.72441320796507	0.0002651396174687	0.0015957265729896	-0.15735006381149
GPER1	-2.47193683840092	1.06052669605118	-10.9436294438741	1.72029238236807e-21	1.7731687376998e-18	38.1720579375227
CHGA	-2.89875939689424	0.826885674456591	-6.08997779511068	7.165904715435971e-09	2.03387069488548e-07	9.87572112314142
CTSE	-3.06894122327037	3.32351702266141	-2.95976247397553	0.0035131481288653	0.0140096707301362	-2.53659574934003
SST	-3.09349634038811	0.682649756749001	-6.53180332362668	7.05989883141589e-10	2.74872880148009e-08	12.1170575942465
MT1G	-3.64646217768856	3.85184655299604	-6.10826552027412	6.5227953001809706e-09	1.87031366264633e-07	9.96653953316209
