Gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
TUBB4B	1.14357268678861	7.38661844826771	5.52371745164053	1.20825486463598e-07	2.32123513150954e-06	7.15324087273357
NMT1	0.631291453106789	4.32093902279676	5.52359394181865	1.20897663099455e-07	2.32123513150954e-06	7.15266675665195
POLD2	1.0171503724309	4.63573449109851	5.52263059371106	1.21462070095824e-07	2.3297876403101e-06	7.14818908956382
TOR1A	0.659548099357343	3.35070359131225	5.52148583300564	1.22136107263229e-07	2.34042419241006e-06	7.14286891706525
NAE1	0.829718814114776	3.37473662508643	5.52026407621706	1.22859506775236e-07	2.35125546295696e-06	7.13719175709859
NACC1	0.765355945714408	4.79723097744025	5.5201261039981	1.22941462115397e-07	2.35125546295696e-06	7.13655069385684
ETV4	2.04621571385885	3.52024151513041	5.51851917845876	1.23899912074186e-07	2.36727402737645e-06	7.12908522136365
NIP7	0.872068680082618	3.41932896510151	5.51758041142723	1.24463209451139e-07	2.37244291414931e-06	7.12472458579901
CENPO	0.865190303885914	2.02397735450903	5.51754796570991	1.24482722780698e-07	2.37244291414931e-06	7.12457388248966
RHNO1	1.0479899274196	3.53733596363266	5.51746294392676	1.24533870289292e-07	2.37244291414931e-06	7.12417897769538
TACSTD2	2.5814658899119	6.85718634097913	5.51714029547814	1.24728156194166e-07	2.37383499602191e-06	7.1226803952859
POGK	0.685237684574877	3.58707799482576	5.51641255756405	1.25167457291737e-07	2.37988299378775e-06	7.11930054607943
ENOPH1	0.761052954741417	4.49671170426458	5.51491143002771	1.2607839204993e-07	2.39470374465041e-06	7.11232980515026
TRIM11	0.583522808288447	2.40246563689462	5.51472578482263	1.26191496348e-07	2.39470374465041e-06	7.11146782169211
ATP1B3	1.71701717953085	6.39202272359467	5.51319718820353	1.27126565336114e-07	2.41011292888912e-06	7.10437104454392
EWSR1	0.526507182045709	4.48179129430106	5.50988541318577	1.29175687896325e-07	2.44513923493512e-06	7.08900024214947
TAF1A	0.713603867647345	1.76293980280162	5.50980825518636	1.29223810669825e-07	2.44513923493512e-06	7.08864220853001
WDR45B	0.711779479163943	4.8679082565133	5.5086506130857	1.29947925655661e-07	2.45646735139041e-06	7.08327086025748
COIL	0.688421360283725	2.86962455591568	5.50534941264744	1.32034667542445e-07	2.49350716408027e-06	7.06795791948291
PSMB5	0.876630354150841	5.36653635119733	5.50240211827202	1.33925301298051e-07	2.52677562680253e-06	7.05429200464195
ARHGAP11B	0.737350482605605	1.26447623339552	5.50197152477413	1.34203721180399e-07	2.52959160307692e-06	7.05229586979782
USP14	0.881478646234591	4.1714427660258	5.49821822679514	1.36654624323636e-07	2.57331169495585e-06	7.0349010294571
MED19	0.709347638095974	3.17820207117979	5.49761076530003	1.37055381145616e-07	2.5783790435694e-06	7.03208649726838
MRPL3	0.930252268814296	5.22877989153968	5.49685849281578	1.37553262778627e-07	2.58526209045741e-06	7.02860131716829
PAIP2B	-1.17604788339431	1.10255981541823	-5.4962033591401	1.37988291611134e-07	2.59095177652201e-06	7.02556643917932
CAPN9	-1.94722221105278	0.911104477366914	-5.49535600098976	1.38552954756603e-07	2.59906232371008e-06	7.02164146359558
GMPS	1.03375483395616	3.68981826217552	5.49104666750833	1.41459679341648e-07	2.65104914854243e-06	7.0016870942642
PTRH2	0.804629260139317	2.36445541638113	5.48802026668237	1.43536516948184e-07	2.68739880297632e-06	6.98767986958319
MRPL4	0.878312154525148	3.77950858464114	5.48453512359537	1.45965026566068e-07	2.73025700121287e-06	6.97155610202214
DDX31	0.611527311107682	2.08962164603866	5.48324345938441	1.46875223768658e-07	2.74466067011965e-06	6.96558212456813
HDGFRP2	0.670500698394819	3.29457583770732	5.48260914483948	1.47324231141777e-07	2.75042682810348e-06	6.96264876442565
CFAP20	0.810965401422258	3.30780133904431	5.47841109470228	1.5032981153641e-07	2.80386574202768e-06	6.9432410369322
PTPN1	0.772132781959062	4.46175514031165	5.47773821640216	1.50817085947812e-07	2.81027765100091e-06	6.94013126327701
SLC1A5	1.12074991203159	5.70748054382304	5.476567606681	1.51668473895856e-07	2.82345569655555e-06	6.93472181051115
NUDT5	0.868323168001505	3.68886053555053	5.47582006383249	1.52214615053013e-07	2.83093164406288e-06	6.93126779594712
IRAK1	1.08463810287337	5.45406628202718	5.47494374868683	1.5285727765202e-07	2.84018683637302e-06	6.92721920968687
CCT6A	1.14592678039388	5.75153767778181	5.47403297468051	1.53528016119673e-07	2.849945656576e-06	6.92301190294843
COMMD5	0.692440492800538	2.62573358275289	5.47357153461237	1.53868938006117e-07	2.85356939574981e-06	6.92088047424345
PAK1IP1	0.976540279559239	3.60014518213887	5.46870172870959	1.57512176423647e-07	2.91837129903567e-06	6.89839410829468
PLP2	1.42479414533914	7.40026525833511	5.46797080237554	1.58066215245631e-07	2.92332423529366e-06	6.89502025839399
SAMD4B	0.679519387487135	4.71333390704458	5.46795522758789	1.58078041522466e-07	2.92332423529366e-06	6.89494837086622
EIF2B2	0.610621070863181	2.45880863810068	5.46742053398019	1.58484569888844e-07	2.92807718556898e-06	6.89248050744648
IKBIP	1.06168206420228	2.08981770510629	5.46600836381378	1.59563154309896e-07	2.94522602639492e-06	6.88596348721948
EXOSC2	0.753239487289417	2.81788048368846	5.463633120184	1.613934825918e-07	2.97620523830302e-06	6.87500463878234
C19orf48	1.13953177554385	3.98461177832883	5.46311894486159	1.61792386487769e-07	2.98075455971445e-06	6.87263278653195
PSMD7	0.708241292124406	4.58317918624574	5.46284045991087	1.62008840021836e-07	2.98193714566506e-06	6.87134822153776
KLC2	0.949419305659021	3.42044334008874	5.46238469564972	1.62363694108857e-07	2.9856625215285e-06	6.86924602077176
RAB8A	0.729985267762067	3.33676267064515	5.46116047888954	1.63320615677138e-07	3.00044177994472e-06	6.86359996071883
ME3	-1.28767753318414	1.30461014644138	-5.45488878393992	1.68309875383923e-07	3.08920393581889e-06	6.83468894601534
LOXL2	1.77670408403112	3.35050528249689	5.45459550772695	1.68546784778568e-07	3.09065564897329e-06	6.83333758234714
CARM1	0.826311743770433	4.31314836174881	5.45228882961213	1.70421498574008e-07	3.12210910016219e-06	6.82271060256406
FANCD2	0.997002705958045	1.90000669353798	5.45208667305475	1.70586763746585e-07	3.12221605720853e-06	6.82177940748755
CPEB3	-0.677043155415207	1.17460115722624	-5.44974412797371	1.72513255341852e-07	3.15452809767958e-06	6.81099069201405
EIF2S1	0.746659025619779	3.88571182020283	5.44920378010221	1.72960635798115e-07	3.15975848084915e-06	6.80850255266831
GTPBP4	0.908891169959992	3.4663543021284	5.44876409689284	1.73325505752958e-07	3.16347316371475e-06	6.8064780714577
R3HDM4	0.86142094082556	4.79655331964825	5.44801388687094	1.73949799291312e-07	3.17191142394884e-06	6.80302406236717
PSMB7	0.851102900393118	5.6383323397815	5.44632449559138	1.75363679939603e-07	3.19471842598808e-06	6.79524723136018
TRIP6	1.47353875375308	4.26615174880792	5.44354225488211	1.7771664651735e-07	3.23394743134409e-06	6.78244333832415
TUSC5	-0.124943055266347	0.0317132327771694	-5.44338882797275	1.77847292869566e-07	3.23394743134409e-06	6.78173740007173
MIER2	0.615453898712262	3.0362225812954	5.43966295822505	1.81048860270749e-07	3.28911027786861e-06	6.76459845007313
TAZ	0.687772409706709	2.67329469751547	5.43639734511176	1.83901099109591e-07	3.33783051433014e-06	6.74958345031814
UBL3	-1.32146038003037	3.82210963258739	-5.43456383869351	1.85521669314559e-07	3.36412627023733e-06	6.74115592650403
PPP1CA	0.930192542316881	5.4368008387301	5.43250863866449	1.87354739980771e-07	3.3942231524361e-06	6.73171178508445
GLA	1.14836480172776	3.56661194947301	5.43114674143716	1.88579156919264e-07	3.41324788272354e-06	6.7254549207848
HIST2H3PS2	-0.104069824334029	0.0302892642486005	-5.42940522575517	1.90156242499323e-07	3.4381561972183e-06	6.71745560999391
PDRG1	0.791354913085991	3.00061056455385	5.42924010364773	1.90306439837859e-07	3.4381561972183e-06	6.71669724758181
KBTBD2	0.682338664809762	3.65603449301748	5.42861741232274	1.90873889686986e-07	3.44289972518257e-06	6.71383753598041
B4GALNT2	-1.24479332505888	0.350924530707208	-5.42856623119021	1.90920603632979e-07	3.44289972518257e-06	6.71360249674742
TAF6	1.03924377082509	3.68436751925215	5.42788801592513	1.91540676474153e-07	3.4509039632657e-06	6.7104880743523
CCT2	1.24247000010232	4.93090973260147	5.42368991723182	1.95422800132216e-07	3.51761040237989e-06	6.69121613727844
DBF4B	0.85103172646901	1.6432053420329	5.42327910905627	1.95806783204487e-07	3.52128562192533e-06	6.68933083055273
PSMD2	1.10636315044321	5.53231761924769	5.42282646993336	1.96230717468062e-07	3.52567189990324e-06	6.6872536669648
PDCD4	-1.20495251147674	3.91377542647415	-5.42187624483903	1.97123595518427e-07	3.5384679144206e-06	6.68289347533838
GSS	0.842501158023572	4.76005222673809	5.42168117252358	1.9730738442654e-07	3.53852364158367e-06	6.6819984353463
PTCHD1	-0.405130295510551	0.134588869304726	-5.41973227054411	1.9915275351448e-07	3.5683508918825e-06	6.67305763587464
WDR46	0.71784884582743	3.74582799198089	5.41676637648298	2.01993417448658e-07	3.61594066482131e-06	6.65945561755939
UTP14A	0.774674072542987	2.9624206958035	5.41439434177829	2.04293689080439e-07	3.65377863648522e-06	6.64858089794177
SENP3	0.726902671788104	2.45368856027485	5.41134607332137	2.07287256820854e-07	3.70341534287923e-06	6.63461087590578
SULT2A1	-1.40433134695121	0.306547579420482	-5.41118438320018	2.07447234024638e-07	3.70341534287923e-06	6.63387001511429
POLA2	0.992503632420992	2.59231584025798	5.41064279921359	2.07983957748607e-07	3.70961550869646e-06	6.63138860213924
PRKDC	1.13673172342627	4.67730655384074	5.40981413767753	2.08807803813909e-07	3.71858508233838e-06	6.62759220485752
CHRNA7	-0.536384725315554	0.316540978575005	-5.40959858455971	2.09022625138429e-07	3.71858508233838e-06	6.62660474547997
TMEM138	0.707012630565613	2.54977084952164	5.40956463041743	2.09056483642491e-07	3.71858508233838e-06	6.62644920242171
VEZT	0.705684141885718	3.18940029552174	5.40783578521227	2.10787543577099e-07	3.74597391416871e-06	6.61853031643438
SORBS2	-1.33957769663906	1.13148076758334	-5.4049660422654	2.13691854464066e-07	3.79414440419244e-06	6.60538954782296
XPOT	1.08343821831139	4.22712555385483	5.40416699606531	2.14507443959044e-07	3.80517552762131e-06	6.60173153084909
ROR1	-1.34951432326208	1.20429959139722	-5.40076706155327	2.18011821700924e-07	3.86384028614561e-06	6.58617096706487
FTSJ2	0.808396229221034	3.32887005840834	5.39970424477167	2.19118690475014e-07	3.87994614309464e-06	6.58130816520621
JADE1	-1.20425367995414	2.09580423448053	-5.39887184159352	2.19989418455021e-07	3.89184532161078e-06	6.57750006730087
RCE1	0.823296084369168	3.13980595258965	5.39855621910477	2.20320453579983e-07	3.89418390154366e-06	6.57605625837686
RNF220	0.55031072347137	2.59985078904575	5.39814555888275	2.20751894259205e-07	3.89613050707897e-06	6.57417779039923
ERO1LB	-1.60346834903964	1.87454330577714	-5.39798432436387	2.20921512683877e-07	3.89613050707897e-06	6.57344028883909
PSMC3	0.730579900000892	5.14159602953013	5.39788371300985	2.21027420004327e-07	3.89613050707897e-06	6.57298009110645
PCGF6	0.636575925367532	2.06817088832607	5.39648045905804	2.2250970636203e-07	3.91873209477877e-06	6.56656221931183
CSNK1G2	0.692704634599778	4.35727606085837	5.39589856875311	2.23127207009705e-07	3.92433530464735e-06	6.56390125234929
PFDN6	0.908128910448397	2.65373395957857	5.39572406531476	2.23312714975631e-07	3.92433530464735e-06	6.56310329284062
DUSP10	1.27570895284058	2.41835280355511	5.39552958541535	2.23519636274682e-07	3.92433530464735e-06	6.56221400756818
RAPGEF5	0.868620191770493	2.37234006725106	5.3954264911294	2.23629401551595e-07	3.92433530464735e-06	6.56174260437946
HIATL1	0.717938334824945	4.78034482641966	5.39508290086874	2.23995604181837e-07	3.92724253562856e-06	6.56017156862493
MIS18BP1	0.904425889512301	2.67007612956433	5.39146492258874	2.27887341953369e-07	3.99190134598818e-06	6.54363297678252
MGME1	1.02105199763384	3.60439683072386	5.39056909336027	2.28861087544408e-07	4.00537581632679e-06	6.53953915083491
SAFB	0.509056565105785	3.50786521421618	5.38951421683245	2.3001291331011e-07	4.02194008416535e-06	6.53471911527638
PDK4	-2.85533671622259	2.54293685007709	-5.38923042438928	2.30323751068965e-07	4.02378264133329e-06	6.53342249944083
BARD1	0.819021560007366	2.0016330150115	5.38705756977668	2.32717282538142e-07	4.0619743861203e-06	6.52349656995899
MUC6	-4.29310666887873	1.9062657955441	-5.38397711750171	2.36152176621319e-07	4.11825843895984e-06	6.50942944735464
AMMECR1	1.00385124111899	2.8766741027612	5.38358140014185	2.36596991138326e-07	4.12234472816101e-06	6.50762278601942
GEMIN2	0.71912778762268	1.82961163711867	5.38307993039003	2.37161851955275e-07	4.12851351883744e-06	6.50533344341037
UMOD	-0.098904973501244	0.0211570914133207	-5.37724087777376	2.43836535539768e-07	4.2409366891748e-06	6.47868772605747
OLA1	0.787590853975498	4.1688783647371	5.37693557512275	2.44190520624111e-07	4.24332489432351e-06	6.47729508229577
GINS4	0.999447925497697	1.41918198943372	5.37669001067277	2.44475605194601e-07	4.24451263486797e-06	6.47617497607896
MRTO4	0.837837287641167	3.99331827976445	5.37444789956689	2.47093595785841e-07	4.28616561547379e-06	6.46594959039025
RAB35	0.568971107328406	3.80322080471479	5.3678944379604	2.54903305063841e-07	4.41772241271705e-06	6.43607915522219
ZNF628	0.58415023570311	2.31608408879704	5.36496682702307	2.58469347641687e-07	4.47556472521202e-06	6.42274356046591
WBSCR22	0.873670064488086	3.21675116314298	5.3637000678283	2.60027375327834e-07	4.49856547563631e-06	6.41697492980535
SNRNP40	0.731067242299583	3.03602008357644	5.35971361969263	2.64990376891966e-07	4.58038088354127e-06	6.39882755038373
PDZD11	0.864588684248992	4.82797723697932	5.35832305664641	2.66743199241511e-07	4.60661271071055e-06	6.39249958718909
LGI1	-0.15489261436146	0.0430681968046825	-5.3570217865465	2.68393694467494e-07	4.63103269819507e-06	6.38657902028941
USB1	0.866416635332501	3.26616212832785	5.35676903260852	2.6871543256049e-07	4.63250266836676e-06	6.38542914944138
BAZ1B	0.788114907940259	4.36072155492478	5.35627923497256	2.69339980616432e-07	4.63918573473369e-06	6.38320098904774
SLC18A2	-0.466311820031762	0.370154931348707	-5.35601134673695	2.6968216678411e-07	4.64099785087874e-06	6.38198238784597
CLN6	0.991390951309814	3.54950336066533	5.35507066093321	2.70887106728554e-07	4.65467410293761e-06	6.37770362946434
CCDC43	0.705643979467147	3.20343264587881	5.35501993576001	2.70952230256785e-07	4.65467410293761e-06	6.37747291853389
RHEB	0.905083667539672	4.45241284663024	5.35324945738809	2.73234840643031e-07	4.68977311056364e-06	6.36942130696737
SUPT16H	0.879978447512376	4.28298431331222	5.35131204099642	2.75754144432313e-07	4.72709276794503e-06	6.36061267747107
DPCR1	-3.54876348357957	1.61012604306437	-5.35120659835148	2.75891903276203e-07	4.72709276794503e-06	6.36013333844431
UBALD2	0.889897454795537	5.270554358725	5.35058716984814	2.76702529794402e-07	4.73683771284403e-06	6.35731757096886
NGDN	0.673765221089453	2.3747134001781	5.34906519114605	2.78704162060844e-07	4.76693651510879e-06	6.35040001897512
CCT8	0.773866487230803	5.28650451820157	5.34819124782226	2.79859897427558e-07	4.7825272523746e-06	6.34642848741021
HSP90AB1	1.06212289800454	9.02290626401412	5.34612533961621	2.82610524993044e-07	4.82532216343833e-06	6.33704204682437
RIPK2	1.05987298254662	3.03851089120644	5.34477344645103	2.84424722253859e-07	4.85206773573133e-06	6.33090112436886
FBXO45	1.03784810580345	2.94266327537114	5.34377503323648	2.85771838502252e-07	4.87080564423682e-06	6.32636657979409
SUPT7L	0.499361388192813	3.19887901107241	5.34284211689855	2.87036198112384e-07	4.8881016555069e-06	6.32213005014563
CDC37	0.64916000596549	5.26106891914344	5.34174008667842	2.88536774828053e-07	4.90938679255655e-06	6.31712622368983
TMPO	1.08350218550345	3.87094614398714	5.34104693742693	2.89484511402334e-07	4.91816019356856e-06	6.31397931898347
AKIP1	0.724497235819846	2.57766693973555	5.34099571149553	2.89554672343982e-07	4.91816019356856e-06	6.31374676425648
ARHGEF1	0.741717266048975	3.72356380436159	5.33975629288513	2.91257283582517e-07	4.94279258377817e-06	6.30812055356374
POU2F1	0.653537765527861	2.40142101514299	5.33729932655155	2.9466133566968e-07	4.99623168636797e-06	6.29697015909084
CHRAC1	0.902394268018078	4.28121142759747	5.3329825813478	3.00736137000582e-07	5.09482396800986e-06	6.27738841893482
REP15	-0.717319238599384	0.411142873584347	-5.33231151111687	3.01691399904998e-07	5.10658978024156e-06	6.27434530454146
MYO1B	1.34791228074686	3.97872837375801	5.33210721818192	3.01982795522491e-07	5.10710800303321e-06	6.27341894779625
ASAP1	1.03492386060895	3.0922931924892	5.33172575815847	3.02527629444264e-07	5.10854831724239e-06	6.27168930284457
LEMD2	0.57026578638197	3.38784828077241	5.33168236528335	3.0258966748372e-07	5.10854831724239e-06	6.27149255316373
MYBBP1A	0.923800732093224	3.88838827556706	5.33122289433181	3.03247325783102e-07	5.11524171243435e-06	6.26940931422995
CCDC86	1.01426689721548	4.10655237630735	5.33081194458301	3.03836713051675e-07	5.12077296764543e-06	6.26754617850845
NMRK2	-0.315902860861393	0.079483411928832	-5.32899636844101	3.06454006221032e-07	5.16044304198856e-06	6.25931606864388
INTS8	0.801767117494697	2.91693652435041	5.32854217022805	3.07112193914198e-07	5.16708350997909e-06	6.25725747464082
PPAT	0.913881465546107	2.3889492987924	5.32759996564871	3.08481954551685e-07	5.18567433299589e-06	6.25298745426633
LONRF2	-1.11407548968406	0.558634140623373	-5.32633123196005	3.10335821120318e-07	5.21236425456287e-06	6.24723847166857
SLC10A3	0.957923019344378	4.31835701054073	5.3257226193344	3.11228968880811e-07	5.22288614101268e-06	6.24448102617
TTF2	0.912206779950332	2.22250026305052	5.32528354108773	3.11874876469414e-07	5.2292445040899e-06	6.24249183072893
WDR4	0.752559433497782	2.67359263283354	5.32176771441812	3.17094136793775e-07	5.31220836182146e-06	6.22656798324259
NRF1	0.386384540534376	2.15185129047756	5.32109866394682	3.18096933588304e-07	5.32445328837037e-06	6.22353857571817
DNAJC2	0.951779623244819	2.87882130403175	5.32060026191023	3.18845962926513e-07	5.33243325188115e-06	6.22128202732814
ALG6	0.633469834048797	2.15262061411087	5.32022886377424	3.19405239516133e-07	5.33722884870644e-06	6.21960059557401
ZNF598	0.789631909688887	4.20415630938326	5.31806448720767	3.22683560672571e-07	5.38741249122901e-06	6.20980347357064
TMEM185B	0.956406232441395	4.23491488626247	5.31750430195366	3.23537381356581e-07	5.3941344786621e-06	6.2072682398203
EIF2AK2	0.922388474466496	3.80589242910673	5.31743900312647	3.23637051288193e-07	5.3941344786621e-06	6.20697272892824
TMUB2	0.628687798828642	3.54825601296388	5.31519796485419	3.27075876966195e-07	5.4460535924378e-06	6.19683244369288
CAPG	1.30549798257546	5.05776567401466	5.31504734877394	3.27308265844531e-07	5.4460535924378e-06	6.19615104308395
CENPJ	0.92088970198565	1.85953349337669	5.31362494938426	3.29510861110612e-07	5.47804813581513e-06	6.18971666079708
IPO9	0.815643418397135	3.55417199818883	5.3130934934398	3.30337522521675e-07	5.48713319852798e-06	6.18731287603351
KDM1A	0.842340025957533	4.15955885578503	5.3116236979669	3.32634268038951e-07	5.52060127565663e-06	6.18066585859883
SPNS1	0.436246179822283	1.12076434494677	5.31133677292111	3.33084435985967e-07	5.52339169716273e-06	6.1793684191534
PSME1	0.949137927995172	6.13310530953074	5.30909718492926	3.36618658186141e-07	5.57727563613992e-06	6.16924300033032
NEIL3	0.991305133145555	1.3850894588024	5.30827379920369	3.37927174877873e-07	5.59422298631299e-06	6.16552115150862
B3GNT5	1.4914972663405	3.44034367289253	5.30730896989149	3.39466774958529e-07	5.6149639533681e-06	6.16116047743462
DNTTIP1	1.00246980132093	4.23824936677402	5.30524152139287	3.4278888195084e-07	5.66512866170907e-06	6.15181827675008
PDAP1	1.05229609534837	4.86803808971617	5.30491513680533	3.43316222192209e-07	5.66905977690744e-06	6.15034367710154
SART1	0.695692329963659	4.08892957493294	5.30446342479337	3.44047357454019e-07	5.6756758284096e-06	6.14830295738279
ODAM	-2.14964977628039	0.916058083730075	-5.30430970515428	3.44296511649847e-07	5.6756758284096e-06	6.14760851956349
DIMT1	0.580553396667172	3.24293950615515	5.30305902916247	3.46330191030245e-07	5.69987070255613e-06	6.1419590493123
TNXB	-1.90599277027635	1.25271374742778	-5.30304914484629	3.46346310051154e-07	5.69987070255613e-06	6.14191440433064
GGH	1.55015011546167	3.60113712532564	5.30242650024715	3.473631721578e-07	5.71180551094741e-06	6.13910219445162
CDC23	0.633015831088253	3.10431880322656	5.3008565967564	3.49939955912736e-07	5.74934907432468e-06	6.13201268373534
TTLL5	0.559462547059505	2.09962990238862	5.29933169195923	3.5246069357136e-07	5.7859096587607e-06	6.12512781937405
ECI2	-1.01754654751203	2.50304204180207	-5.29794943115508	3.54760903003029e-07	5.81879189649189e-06	6.11888820921233
APLP1	-1.92663880012698	1.28368923692776	-5.29757800376003	3.55381479472267e-07	5.82409279831371e-06	6.11721176160336
GLO1	0.91813033183157	6.01265237605793	5.29709688586022	3.56186896842834e-07	5.83241152823583e-06	6.11504034792195
FXYD5	1.62999991399388	5.00503440250378	5.29628590373711	3.5754854887885e-07	5.84981685985246e-06	6.11138048817902
SRSF9	0.692866326445976	3.8876210571756	5.29247503722938	3.64015208946351e-07	5.95064595325989e-06	6.09418789913915
TEX10	0.652382684583533	2.52069534459285	5.28966299228817	3.68859831500094e-07	6.02481312768794e-06	6.08150713832867
TRMT112	1.09040215754943	5.19764699499264	5.28931514867588	3.69463445155025e-07	6.02964342493001e-06	6.07993889221254
BRAT1	0.78027257337794	3.60352378172188	5.28889419941648	3.70195205201661e-07	6.03020186489505e-06	6.07804114948391
SMIM14	-1.01726768554133	3.04915917577974	-5.28879719576291	3.70364032086964e-07	6.03020186489505e-06	6.07760384850512
EVA1B	1.09144780387002	3.03033532271905	5.2887642391329	3.70421407448363e-07	6.03020186489505e-06	6.07745527843358
HEATR1	0.92300677029673	3.30243392105384	5.28851286122626	3.70859324915654e-07	6.03231646108652e-06	6.07632207656844
FAM220A	0.763177472829222	3.07682527677847	5.28816236976579	3.71470746264791e-07	6.03658824223006e-06	6.0747421390314
TMEM220	-0.940365895251569	1.13414149060391	-5.28800909912927	3.71738430357917e-07	6.03658824223006e-06	6.07405125266585
SUV39H2	0.784879171024965	2.34806159697048	5.2856668757407	3.75852512092922e-07	6.0983393511415e-06	6.06349517531827
FMO5	-1.98054722102547	1.46946776358192	-5.28533844934765	3.76432919839145e-07	6.10270058123329e-06	6.06201527075089
RFWD2	0.621019250213352	3.6666730441004	5.28485818508115	3.77283232362667e-07	6.11142665226672e-06	6.0598512962978
PARP1	0.933306423486227	4.62976515413166	5.28191486119534	3.82535403964854e-07	6.19138293491545e-06	6.04659234750953
PCGF1	0.632603545120038	2.66376651700585	5.27865837511836	3.88429332654541e-07	6.28064171774963e-06	6.03192885030502
C4orf46	0.964912870435399	2.25366677857375	5.27851454746815	3.8869167493426e-07	6.28064171774963e-06	6.03128136421272
RSRC1	0.910062751402086	2.80494928062728	5.2769776490055	3.91505774328906e-07	6.32089784374056e-06	6.0243633150013
UFD1L	0.634373016055771	2.74447175990356	5.27275459443259	3.99340788253234e-07	6.44208401742285e-06	6.00536149857207
KIT	-1.51686676508983	1.31877933265453	-5.27244615858606	3.99918970198051e-07	6.44610132704414e-06	6.00397410590414
SAMD1	0.865117716998202	4.84029697684462	5.27180578902265	4.01121985263809e-07	6.46017513109082e-06	6.00109380947701
FAM58A	0.779424129713516	3.22851996677021	5.27076689205712	4.03081180349966e-07	6.48639427771055e-06	5.99642152437956
ITPA	0.843901208087591	4.09243927562391	5.26747825758412	4.0934462378329e-07	6.57360503317588e-06	5.98163573700768
MDK	1.97705282355722	5.71806514533803	5.26740362676679	4.09487857110641e-07	6.57360503317588e-06	5.98130027177778
MEN1	0.77166230063667	3.69831933788115	5.26739330721686	4.09507666486651e-07	6.57360503317588e-06	5.9812538857101
NKRF	0.760626829664966	2.30644036124652	5.26719592977095	4.09886731179489e-07	6.57430118216144e-06	5.98036669256721
REEP4	1.26295510443368	4.44480919347886	5.26434112712992	4.1540773688611e-07	6.657401897854e-06	5.96753729233988
DNMT3B	1.28041710353883	1.81794280118069	5.26203395785712	4.19922472037279e-07	6.72425322353073e-06	5.95717259170927
RAC2	1.62913048775487	3.90592643227092	5.26136737920093	4.21235719088073e-07	6.73977150540917e-06	5.95417866935548
C22orf23	-0.825901743009821	0.752726549738429	-5.25875598127027	4.26419121061527e-07	6.81713638111751e-06	5.94245226308404
POC5	0.613676009057668	1.89553872363468	5.25833990118088	4.27250716765189e-07	6.82485973664719e-06	5.94058425410808
SIRT6	0.734336431192767	2.89105070712198	5.25804231363022	4.27846455943292e-07	6.82880602542253e-06	5.93924828752628
TRA2B	0.677888369999957	3.67416245376852	5.25560370789881	4.32758837628116e-07	6.90158719552851e-06	5.92830264744897
CDKN2D	1.03438494004693	2.79080392811238	5.2547079915045	4.34576935225557e-07	6.92494279858203e-06	5.92428315675827
CALM2	0.776895448654522	5.66825980157978	5.25447584807733	4.35049344267567e-07	6.92683443750897e-06	5.92324150303043
SMC3	0.83197697630996	4.56444041777299	5.25420086738451	4.35609573180643e-07	6.93012013092584e-06	5.92200767649196
TPST2	0.804907576559604	2.46705385377642	5.25173678888058	4.40661166887845e-07	7.00479569182757e-06	5.91095353554986
DDX21	0.930244039581854	5.31793051448187	5.24901748145618	4.46302173163238e-07	7.08741006383137e-06	5.89875873949688
PRMT5	0.867802957456184	3.96036605355271	5.24888340802219	4.46582108801466e-07	7.08741006383137e-06	5.8981576017254
DCUN1D5	1.04324776919386	3.75138561206261	5.24618830505224	4.52245660255887e-07	7.16666563424849e-06	5.88607605957437
PRRG3	-0.766497924773395	0.482221779584124	-5.24615885038906	4.52307941377202e-07	7.16666563424849e-06	5.8859440456063
ARHGEF28	-0.856095190070059	1.56120027660642	-5.24499545719946	4.54774591722173e-07	7.19992368980359e-06	5.88073021659921
TRMT1	0.790381080802047	3.15027508622876	5.24244756331769	4.6022249554691e-07	7.28028865330426e-06	5.86931455912776
GORAB	0.649789630230059	1.89967537821891	5.24146007850272	4.62350963338874e-07	7.30805590478492e-06	5.86489127807235
SLC12A9	0.982838848015491	2.72366131966961	5.24056983153823	4.64278047464832e-07	7.33259780770264e-06	5.86090407311901
GTF3C5	0.958501300413086	3.9214240857304	5.23991951970692	4.65690689936969e-07	7.34898184667656e-06	5.85799178917717
ECE2	0.847108528328634	1.60246925998248	5.23835742212793	4.69101071000931e-07	7.39684007607264e-06	5.85099732999808
SDCCAG3	0.862704440527571	3.48192832528084	5.23721915561941	4.7160143255474e-07	7.4302835520129e-06	5.84590156660502
PPP1R2	0.710888889082001	3.82733952519649	5.23699216769144	4.7210159157756e-07	7.43218454136248e-06	5.84488548812747
TARS	0.870816365375981	4.2720013130507	5.23543194973259	4.75553462324507e-07	7.48051325796236e-06	5.83790225834644
CPNE1	1.26138812129372	5.12522022996866	5.23193386131006	4.83382210388984e-07	7.59755795205286e-06	5.82225095416046
DLG2	-0.31840594790545	0.175798796274158	-5.22984468579568	4.88117450421493e-07	7.65402424355553e-06	5.81290707079416
C5orf34	0.88834922618174	1.29816065714928	5.22984067197971	4.88126591260059e-07	7.65402424355553e-06	5.81288912150578
HNRNPA1	0.716577578662299	6.63798668131384	5.22983158880772	4.88147277379537e-07	7.65402424355553e-06	5.81284850272111
TSEN34	0.719655895688964	3.4685352036872	5.22771400719117	4.92993228661743e-07	7.72382351208926e-06	5.80338033778559
